OG	cog_id	Term	Category
OG0032025	S	Function unknown	Poorly characterized
OG0032026	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032028	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032029	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032032	S	Function unknown	Poorly characterized
OG0032033	A	RNA processing and modification	Information storage and processing
OG0032034	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032038	S	Function unknown	Poorly characterized
OG0032042	S	Function unknown	Poorly characterized
OG0032046	S	Function unknown	Poorly characterized
OG0032048	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0032054	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032054	V	Defense mechanisms	Cellular processes and signaling
OG0032065	L	Replication, recombination and repair	Information storage and processing
OG0032069	G	Carbohydrate transport and metabolism	Metabolism
OG0032073	G	Carbohydrate transport and metabolism	Metabolism
OG0032074	S	Function unknown	Poorly characterized
OG0032075	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0032077	G	Carbohydrate transport and metabolism	Metabolism
OG0032078	S	Function unknown	Poorly characterized
OG0032085	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032086	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032086	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0032087	K	Transcription	Information storage and processing
OG0032087	L	Replication, recombination and repair	Information storage and processing
OG0032087	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032089	I	Lipid transport and metabolism	Metabolism
OG0032090	S	Function unknown	Poorly characterized
OG0032091	G	Carbohydrate transport and metabolism	Metabolism
OG0032097	G	Carbohydrate transport and metabolism	Metabolism
OG0032098	S	Function unknown	Poorly characterized
OG0032102	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032106	S	Function unknown	Poorly characterized
OG0032107	I	Lipid transport and metabolism	Metabolism
OG0032109	S	Function unknown	Poorly characterized
OG0032112	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032114	B	Chromatin structure and dynamics	Information storage and processing
OG0032114	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0032115	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032115	V	Defense mechanisms	Cellular processes and signaling
OG0032130	E	Amino acid transport and metabolism	Metabolism
OG0032132	G	Carbohydrate transport and metabolism	Metabolism
OG0032138	A	RNA processing and modification	Information storage and processing
OG0032143	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032149	B	Chromatin structure and dynamics	Information storage and processing
OG0032152	K	Transcription	Information storage and processing
OG0032153	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032156	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032157	G	Carbohydrate transport and metabolism	Metabolism
OG0032159	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032160	S	Function unknown	Poorly characterized
OG0032161	Z	Cytoskeleton	Cellular processes and signaling
OG0032163	S	Function unknown	Poorly characterized
OG0032166	L	Replication, recombination and repair	Information storage and processing
OG0032168	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032168	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0032170	S	Function unknown	Poorly characterized
OG0032173	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032175	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032178	S	Function unknown	Poorly characterized
OG0032181	A	RNA processing and modification	Information storage and processing
OG0032182	S	Function unknown	Poorly characterized
OG0032183	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032183	Z	Cytoskeleton	Cellular processes and signaling
OG0032185	I	Lipid transport and metabolism	Metabolism
OG0032188	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032192	L	Replication, recombination and repair	Information storage and processing
OG0032197	S	Function unknown	Poorly characterized
OG0032200	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032201	S	Function unknown	Poorly characterized
OG0032203	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032205	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032208	W	Extracellular structures	Cellular processes and signaling
OG0032209	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0032210	S	Function unknown	Poorly characterized
OG0032212	S	Function unknown	Poorly characterized
OG0032213	P	Inorganic ion transport and metabolism	Metabolism
OG0032213	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032217	I	Lipid transport and metabolism	Metabolism
OG0032220	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032222	B	Chromatin structure and dynamics	Information storage and processing
OG0032223	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032224	S	Function unknown	Poorly characterized
OG0032225	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032226	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0032226	L	Replication, recombination and repair	Information storage and processing
OG0032227	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032228	W	Extracellular structures	Cellular processes and signaling
OG0032230	A	RNA processing and modification	Information storage and processing
OG0032231	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032234	S	Function unknown	Poorly characterized
OG0032236	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032236	P	Inorganic ion transport and metabolism	Metabolism
OG0032239	S	Function unknown	Poorly characterized
OG0032241	S	Function unknown	Poorly characterized
OG0032247	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032258	K	Transcription	Information storage and processing
OG0032258	L	Replication, recombination and repair	Information storage and processing
OG0032258	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032259	B	Chromatin structure and dynamics	Information storage and processing
OG0032260	S	Function unknown	Poorly characterized
OG0032261	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032261	V	Defense mechanisms	Cellular processes and signaling
OG0032262	S	Function unknown	Poorly characterized
OG0032266	W	Extracellular structures	Cellular processes and signaling
OG0032268	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032269	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032270	W	Extracellular structures	Cellular processes and signaling
OG0032271	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0032275	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032276	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032277	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032277	V	Defense mechanisms	Cellular processes and signaling
OG0032278	S	Function unknown	Poorly characterized
OG0032279	B	Chromatin structure and dynamics	Information storage and processing
OG0032280	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032282	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032284	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032285	K	Transcription	Information storage and processing
OG0032286	P	Inorganic ion transport and metabolism	Metabolism
OG0032286	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032289	S	Function unknown	Poorly characterized
OG0032291	K	Transcription	Information storage and processing
OG0032292	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032297	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0032299	S	Function unknown	Poorly characterized
OG0032305	Z	Cytoskeleton	Cellular processes and signaling
OG0032317	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032319	L	Replication, recombination and repair	Information storage and processing
OG0032326	S	Function unknown	Poorly characterized
OG0032327	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032330	S	Function unknown	Poorly characterized
OG0032332	L	Replication, recombination and repair	Information storage and processing
OG0032333	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032336	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0032340	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032344	P	Inorganic ion transport and metabolism	Metabolism
OG0032344	T	Signal transduction mechanisms	Cellular processes and signaling
OG0032346	A	RNA processing and modification	Information storage and processing
OG0032348	B	Chromatin structure and dynamics	Information storage and processing
OG0032348	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0032349	S	Function unknown	Poorly characterized
OG0032352	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
